customer_id,age,income,recency,frequency,monetary,channel,treatment,conversion,revenue,true_ite
135,28,14054,35,5,91.12,email,0,0,0.0,0.0798
136,58,37426,1,8,30.76,sms,1,0,0.0,0.0423
137,30,48421,50,9,139.33,sms,0,0,0.0,0.134
138,36,56238,52,3,33.44,sms,0,0,0.0,0.1319
139,49,23970,8,5,39.1,email,0,1,25.02,0.0424
140,25,24454,11,2,11.35,push,0,0,0.0,0.1055
141,42,25733,19,6,100.69,email,0,1,52.68,0.0636
142,55,50103,27,9,133.22,email,0,0,0.0,0.072
143,20,67530,10,5,53.69,sms,0,1,31.92,0.193
144,42,28439,26,7,83.55,push,0,0,0.0,0.0683
145,43,62616,10,7,166.88,email,0,0,0.0,0.1248
146,49,39108,1,3,138.78,sms,0,0,0.0,0.0686
147,25,33705,1,5,39.88,email,0,1,32.77,0.1215
148,24,31989,3,5,88.23,email,0,0,0.0,0.1212
149,46,56838,47,4,119.42,email,0,0,0.0,0.107
150,43,44149,97,5,42.82,email,1,1,243.87,0.0928
151,43,142271,16,4,17.65,email,1,1,9.92,0.2624
152,44,21778,21,8,69.35,sms,0,0,0.0,0.0516
153,31,49556,4,7,129.42,email,0,1,43.52,0.1333
154,42,26435,24,6,89.88,sms,1,0,0.0,0.0648
155,43,21556,4,7,50.06,sms,0,0,0.0,0.0538
156,31,36079,28,10,132.93,email,1,0,0.0,0.1101
157,62,39435,81,4,347.31,sms,0,0,0.0,0.0354
158,45,209170,6,9,230.24,sms,1,0,0.0,0.3729
159,25,32516,43,9,116.57,email,0,0,0.0,0.1195
160,47,18432,1,9,110.78,email,0,0,0.0,0.038
161,28,42779,14,3,69.8,push,0,0,0.0,0.1294
162,49,10458,3,3,91.86,push,1,0,0.0,0.019
163,53,34366,13,8,7.95,email,1,0,0.0,0.05
164,30,36666,5,6,120.42,push,0,0,0.0,0.1137
165,51,58498,14,9,158.67,sms,0,0,0.0,0.0969
166,44,65132,16,2,32.42,email,0,0,0.0,0.1265
167,49,26845,10,6,39.51,push,1,1,24.76,0.0474
168,62,33177,32,2,9.37,push,0,0,0.0,0.0246
169,37,22932,75,9,68.27,email,1,0,0.0,0.0718
170,30,18456,15,6,82.16,email,0,0,0.0,0.0822
171,29,43736,6,1,92.49,push,0,0,0.0,0.1285
172,30,16913,9,3,73.04,email,0,0,0.0,0.0795
173,39,28317,57,4,9.11,email,0,0,0.0,0.0759
174,44,19988,25,4,2.93,push,0,0,0.0,0.0485
175,43,50504,18,6,69.22,email,0,0,0.0,0.1038
176,49,107029,4,8,51.92,sms,1,1,16.19,0.186
177,40,16631,17,5,109.36,email,0,1,30.31,0.0531
178,57,11946,9,11,69.49,email,0,1,15.53,0.0008
179,36,33693,86,9,62.0,email,0,0,0.0,0.0929
180,72,36659,64,5,18.17,email,0,1,48.55,0.0046
181,47,41406,2,4,103.09,email,0,0,0.0,0.0777
182,29,27783,21,3,73.17,sms,0,0,0.0,0.1009
183,27,32196,7,12,197.06,sms,0,1,39.77,0.1137
184,45,45274,15,5,98.13,sms,0,0,0.0,0.0896
185,37,67796,62,12,49.19,sms,0,0,0.0,0.1493
186,48,11237,22,4,63.84,email,0,0,0.0,0.023
187,45,29104,12,5,106.92,push,0,0,0.0,0.0617
188,39,41286,6,3,176.18,email,0,1,26.79,0.0983
189,29,20935,48,3,43.8,email,0,1,22.13,0.0891
190,21,102611,29,5,164.68,sms,0,0,0.0,0.251
191,34,24803,18,3,139.74,email,0,0,0.0,0.0828
192,50,35426,7,8,342.0,email,1,0,0.0,0.0596
193,42,50696,12,6,52.85,push,0,0,0.0,0.1068
194,25,25469,96,4,93.88,email,0,0,0.0,0.1073
195,42,11992,22,2,77.3,sms,0,0,0.0,0.0399
196,44,28079,15,8,211.22,push,1,1,61.7,0.0625
197,29,67350,22,7,24.39,push,1,0,0.0,0.1693
198,41,29669,45,3,210.16,email,0,0,0.0,0.073
199,40,21854,12,3,39.07,email,0,0,0.0,0.0621
200,26,63284,5,8,129.96,sms,0,0,0.0,0.1701
201,44,29778,26,5,150.67,email,0,0,0.0,0.0654
202,46,26739,32,6,50.26,sms,0,0,0.0,0.055
203,52,39722,37,9,36.81,sms,1,0,0.0,0.0618
204,52,57667,64,4,32.82,sms,0,0,0.0,0.0928
205,23,151604,13,5,31.38,sms,0,0,0.0,0.3305
206,28,59655,2,6,158.42,push,0,0,0.0,0.1586
207,46,72831,95,7,54.55,email,0,1,81.42,0.1346
208,46,26807,17,3,28.71,sms,1,0,0.0,0.0551
209,46,19623,29,4,152.23,email,0,0,0.0,0.0427
210,80,37699,32,4,57.55,email,0,1,44.55,0.0
211,46,38727,23,1,128.93,email,0,0,0.0,0.0757
212,53,19013,6,5,35.69,sms,1,0,0.0,0.0234
213,51,32689,42,4,67.38,push,0,0,0.0,0.0523
214,47,46147,48,1,37.6,sms,0,0,0.0,0.0859
215,36,45081,24,3,44.88,email,0,0,0.0,0.1126
216,49,49147,20,7,80.06,sms,0,0,0.0,0.0859
217,30,43242,3,0,189.05,email,0,0,0.0,0.125
218,37,26790,2,9,189.9,sms,0,0,0.0,0.0784
219,34,26679,12,5,61.03,push,0,1,65.01,0.086
220,40,17687,11,4,104.62,email,1,0,0.0,0.0549
221,67,105965,92,0,38.62,email,0,0,0.0,0.1374
222,18,36609,45,6,127.71,email,1,0,0.0,0.1447
223,48,31732,32,6,192.14,email,0,0,0.0,0.0584
224,20,20800,21,2,32.58,sms,0,0,0.0,0.1122
225,34,211376,5,3,93.26,email,0,0,0.0,0.4052
226,53,19072,115,5,6.39,email,0,0,0.0,0.0235
227,40,28076,14,7,150.08,sms,0,0,0.0,0.0729
228,27,46606,3,5,23.05,push,0,0,0.0,0.1386
229,31,52058,20,5,33.22,email,0,0,0.0,0.1377
230,48,64521,62,6,52.15,email,1,0,0.0,0.1151
231,31,107426,65,3,26.7,email,1,0,0.0,0.2334
232,42,49202,1,5,49.56,email,0,0,0.0,0.1042
233,40,19271,65,4,127.27,email,1,0,0.0,0.0576
234,32,31127,9,3,23.11,push,0,0,0.0,0.0989
235,65,43682,1,7,134.39,email,0,1,13.4,0.0349
236,47,125609,56,4,5.43,email,0,0,0.0,0.2233
237,18,15698,59,7,70.5,email,0,0,0.0,0.1086
238,42,74723,27,6,45.44,push,0,1,10.76,0.1483
239,32,40455,25,4,242.99,email,0,0,0.0,0.115
240,50,60035,50,4,24.82,sms,0,0,0.0,0.1021
241,30,34159,46,3,105.95,sms,0,0,0.0,0.1093
242,38,21906,66,5,25.76,push,0,0,0.0,0.0674
243,46,56983,24,4,75.29,email,1,0,0.0,0.1072
244,50,53780,102,10,69.02,email,0,0,0.0,0.0913
245,25,65070,166,8,81.64,sms,1,0,0.0,0.1757
246,35,36026,3,2,194.72,sms,0,0,0.0,0.0996
247,34,25339,56,3,71.73,sms,0,0,0.0,0.0837
248,32,14253,20,7,76.21,sms,0,0,0.0,0.0697
249,61,59374,14,4,156.2,sms,0,0,0.0,0.0724
250,44,46832,28,6,145.37,push,0,0,0.0,0.0949
251,24,20343,1,4,175.0,push,0,0,0.0,0.101
252,51,26287,21,5,87.09,email,0,0,0.0,0.0412
253,65,27445,61,5,64.96,email,0,0,0.0,0.0069
254,52,14916,7,9,115.76,sms,0,0,0.0,0.019
255,21,22234,16,4,64.29,email,1,0,0.0,0.1121
256,34,18392,84,1,10.95,email,0,0,0.0,0.0717
257,55,28353,16,4,12.86,email,0,0,0.0,0.0344
258,31,23313,13,6,91.92,push,1,0,0.0,0.088
259,45,13681,17,3,43.85,email,0,0,0.0,0.035
260,49,122217,21,4,30.51,push,1,1,13.35,0.2122
261,28,76997,29,10,14.52,email,0,0,0.0,0.1886
262,39,22756,48,9,26.91,sms,0,0,0.0,0.0663
263,18,42764,18,6,80.67,email,1,1,16.34,0.1554
264,27,46652,51,7,212.05,email,0,0,0.0,0.1387
265,36,74209,22,0,82.8,push,1,0,0.0,0.163
266,25,22221,12,6,63.55,push,0,0,0.0,0.1017
267,59,69930,32,2,48.7,email,0,0,0.0,0.0959
268,22,26140,37,3,131.28,sms,0,0,0.0,0.1162
269,34,16292,24,13,60.76,sms,1,0,0.0,0.0681
270,41,56077,1,5,55.03,email,0,0,0.0,0.1187
271,57,78783,5,2,31.34,email,1,0,0.0,0.1164
272,22,171569,10,6,42.58,sms,0,0,0.0,0.3676
273,53,17679,9,6,118.72,email,0,0,0.0,0.0211
274,40,55234,33,4,96.96,email,0,1,45.82,0.1198
275,28,28399,1,8,75.28,push,1,0,0.0,0.1046
276,45,58105,42,10,79.44,email,1,0,0.0,0.1118
277,42,15028,9,9,51.35,email,0,0,0.0,0.0451
278,32,17023,11,4,105.09,push,1,0,0.0,0.0745
279,40,22799,22,3,84.18,email,1,0,0.0,0.0637
280,35,38077,7,6,28.57,sms,0,0,0.0,0.1031
281,41,24719,64,7,64.73,email,0,1,10.14,0.0645
282,47,53929,2,5,40.55,push,0,0,0.0,0.0994
283,59,67247,17,4,176.56,email,0,0,0.0,0.0912
284,25,52038,56,6,111.9,email,0,1,28.63,0.1532
285,65,95920,28,5,172.11,email,1,1,26.81,0.1252
286,18,46606,10,5,36.37,email,0,0,0.0,0.162
287,38,17498,16,1,156.53,push,1,1,6.94,0.0598
288,47,82291,36,6,52.83,email,1,0,0.0,0.1484
289,43,25258,108,4,21.57,email,1,0,0.0,0.0602
290,32,62708,67,4,71.28,email,0,1,17.51,0.1535
291,37,93362,12,2,53.84,push,0,0,0.0,0.1935
292,34,47763,189,5,56.19,email,0,0,0.0,0.1225
293,32,14798,1,4,66.03,sms,0,0,0.0,0.0707
294,50,20932,1,9,151.48,sms,1,0,0.0,0.0345
295,44,80309,52,4,99.62,push,0,0,0.0,0.1528
296,31,32811,6,0,114.31,sms,0,0,0.0,0.1044
297,50,38091,1,11,105.13,email,1,0,0.0,0.0642
298,43,57256,8,8,37.14,email,0,0,0.0,0.1155
299,49,55148,16,7,8.72,email,1,1,86.02,0.0963
300,47,42928,39,6,65.68,sms,0,0,0.0,0.0804
301,30,32041,29,3,102.31,email,0,1,8.28,0.1057
302,33,30103,8,5,87.98,email,0,0,0.0,0.0945
303,48,60763,20,6,78.98,email,0,0,0.0,0.1086
304,47,50622,78,3,109.73,push,0,0,0.0,0.0937
305,39,31120,50,5,72.56,sms,0,0,0.0,0.0807
306,41,69512,11,8,76.59,email,0,0,0.0,0.1419
307,55,33610,120,6,40.87,email,0,0,0.0,0.0435
308,32,21785,36,7,179.62,email,1,1,23.12,0.0828
309,46,23031,1,4,15.04,email,0,0,0.0,0.0486
310,37,20186,1,3,154.92,sms,0,0,0.0,0.067
311,37,30839,5,8,13.84,sms,0,0,0.0,0.0854
312,53,76132,39,1,125.5,push,0,0,0.0,0.1222
313,49,22402,6,5,75.74,push,1,1,11.34,0.0397
314,49,40663,21,6,144.19,email,0,0,0.0,0.0712
315,55,24489,2,5,120.22,push,0,0,0.0,0.0277
316,40,31064,76,5,24.91,sms,0,0,0.0,0.078
317,48,14676,12,5,6.39,sms,0,0,0.0,0.0289
318,36,31814,71,5,43.49,push,0,0,0.0,0.0897
319,43,32330,86,6,58.3,push,0,0,0.0,0.0724
320,38,50220,1,5,96.36,push,0,0,0.0,0.1163
321,41,41521,18,5,67.39,email,0,1,8.58,0.0935
322,47,17693,1,8,45.98,email,0,0,0.0,0.0367
323,30,69599,71,3,87.17,push,0,0,0.0,0.1706
324,65,41199,21,5,145.98,email,0,0,0.0,0.0306
325,27,40906,2,3,145.68,sms,1,0,0.0,0.1288
326,25,36115,3,3,77.58,sms,0,1,62.17,0.1257
327,53,26618,14,7,96.14,sms,0,0,0.0,0.0366
328,49,41385,84,4,7.9,email,0,0,0.0,0.0725
329,47,48308,35,4,118.69,email,1,1,23.11,0.0897
330,47,12731,60,2,220.45,push,1,1,38.81,0.0282
331,39,26284,13,6,64.93,email,1,0,0.0,0.0724
332,29,31164,1,3,110.44,sms,0,0,0.0,0.1068
333,40,42349,109,7,94.57,sms,1,0,0.0,0.0975
334,31,74308,1,7,72.7,email,0,0,0.0,0.1761
335,51,22855,88,8,119.83,email,0,0,0.0,0.0353
336,38,26936,13,6,45.91,sms,1,0,0.0,0.0761
337,30,26701,1,7,58.05,email,1,0,0.0,0.0964
338,36,22450,35,4,46.53,email,1,0,0.0,0.0735
339,44,29486,118,7,247.2,push,1,0,0.0,0.0649
340,33,57669,101,2,37.9,sms,0,0,0.0,0.1422
341,30,19296,5,5,110.72,push,1,0,0.0,0.0836
342,42,46942,5,3,35.94,email,0,0,0.0,0.1003
343,42,13080,25,7,86.4,sms,1,0,0.0,0.0417
344,33,25931,30,5,103.48,email,0,0,0.0,0.0873
345,34,29801,40,7,11.86,email,0,0,0.0,0.0914
346,42,99202,5,9,21.75,push,1,0,0.0,0.1906
347,22,30795,95,6,35.65,email,0,0,0.0,0.1243
348,23,9693,30,5,24.34,email,0,0,0.0,0.0852
349,31,10945,56,7,31.82,push,0,0,0.0,0.0666
350,37,37064,23,1,91.61,push,0,0,0.0,0.0962
351,43,52483,16,3,48.99,push,1,1,46.08,0.1073
352,57,45491,113,3,118.94,email,0,0,0.0,0.0588
353,50,40156,26,11,209.52,email,1,0,0.0,0.0678
354,38,72937,60,4,21.62,email,0,0,0.0,0.1556
355,39,26271,91,2,223.53,sms,1,1,45.61,0.0723
356,27,62127,33,5,132.77,email,1,0,0.0,0.1655
357,39,13640,23,7,106.76,email,0,0,0.0,0.0505
358,36,21100,1,2,73.15,sms,0,1,17.56,0.0712
359,43,12280,1,5,82.4,sms,0,0,0.0,0.0378
360,30,30794,6,2,31.09,email,1,0,0.0,0.1035
361,46,35321,6,1,78.74,push,1,1,45.19,0.0698
362,58,38888,8,6,169.59,email,0,0,0.0,0.0448
363,38,37689,10,4,32.99,push,0,1,99.64,0.0947
364,44,20815,13,7,114.52,push,1,0,0.0,0.0499
365,48,32398,16,7,150.1,email,0,1,46.99,0.0596
366,35,14787,3,6,40.42,email,0,0,0.0,0.0629
367,42,82284,1,6,97.61,email,1,0,0.0,0.1614
368,40,30267,33,6,117.89,push,1,1,91.19,0.0766
369,41,27083,23,7,234.04,email,0,1,121.73,0.0685
370,30,94217,17,4,171.55,sms,0,0,0.0,0.2131
371,40,17234,30,9,169.05,sms,1,1,5.37,0.0541
372,45,18483,52,4,57.09,email,0,0,0.0,0.0433
373,57,18812,16,6,111.39,push,1,0,0.0,0.0127
374,51,34866,30,7,72.21,push,1,0,0.0,0.056
375,65,47050,92,4,19.81,email,0,1,141.97,0.0407
376,30,56602,54,6,34.78,email,0,0,0.0,0.1481
377,50,169939,16,2,77.61,email,1,1,15.51,0.2921
378,42,9417,31,6,66.33,push,0,0,0.0,0.0354
379,66,52325,5,4,220.91,email,0,0,0.0,0.0473
380,30,25996,24,3,82.88,push,0,0,0.0,0.0952
381,29,25543,119,3,148.82,email,0,0,0.0,0.097
382,32,25037,21,5,99.44,email,0,0,0.0,0.0884
383,18,21051,78,3,105.52,sms,0,0,0.0,0.1178
384,33,99779,15,4,133.74,email,0,0,0.0,0.215
385,30,60197,202,3,65.71,push,0,0,0.0,0.1543
386,41,36824,25,6,75.08,email,1,0,0.0,0.0854
387,44,81683,1,9,57.63,push,0,0,0.0,0.1551
388,62,14654,26,5,73.75,push,1,0,0.0,0.0
389,51,16343,9,6,83.88,push,0,0,0.0,0.024
390,33,9830,1,4,98.45,email,0,0,0.0,0.0595
391,29,23869,51,3,82.02,sms,0,0,0.0,0.0941
392,45,40015,9,9,87.13,email,1,1,19.57,0.0805
393,24,38627,47,3,97.47,push,1,1,86.79,0.1326
394,61,39719,10,9,2.05,email,1,0,0.0,0.0385
395,54,15574,6,4,48.32,email,0,1,146.98,0.0149
396,34,58799,109,8,51.16,push,0,0,0.0,0.1415
397,19,41930,13,3,96.49,email,0,0,0.0,0.1513
398,56,56377,27,3,110.8,email,1,0,0.0,0.0802
399,38,11664,28,5,33.31,sms,0,0,0.0,0.0497
400,54,43778,24,8,146.88,push,1,0,0.0,0.0637
401,20,17806,73,3,107.04,email,0,0,0.0,0.107
402,32,28612,33,4,36.4,push,1,0,0.0,0.0946
403,40,50042,15,8,52.17,email,1,0,0.0,0.1108
404,40,38355,59,3,71.63,push,1,0,0.0,0.0906
405,34,21787,5,3,136.04,email,1,0,0.0,0.0776
406,47,36452,23,2,118.25,email,0,0,0.0,0.0692
407,27,14488,90,7,36.39,push,0,0,0.0,0.0831
408,38,72414,29,2,153.05,email,1,1,26.08,0.1547
409,41,32107,50,6,81.34,email,0,0,0.0,0.0772
410,46,71049,31,5,157.69,email,1,0,0.0,0.1316
411,48,26478,54,6,86.71,sms,0,0,0.0,0.0493
412,26,26525,86,2,32.04,email,0,1,64.1,0.1065
413,21,22959,9,10,105.31,email,0,0,0.0,0.1133
414,55,61433,5,3,238.22,email,1,0,0.0,0.0916
415,43,23726,19,6,48.11,email,0,0,0.0,0.0576
416,31,53463,36,5,38.63,sms,0,0,0.0,0.1401
417,58,28869,7,7,62.64,push,0,0,0.0,0.0275
418,41,11096,1,6,107.54,sms,0,0,0.0,0.0409
419,54,25791,12,7,276.62,email,0,0,0.0,0.0326
420,40,17899,104,4,157.46,sms,0,0,0.0,0.0553
421,64,37061,35,7,31.41,email,0,0,0.0,0.0261
422,61,17778,15,2,186.62,push,0,0,0.0,0.0005
423,37,63296,6,6,106.78,sms,0,0,0.0,0.1415
424,51,34384,13,7,104.28,email,1,0,0.0,0.0552
425,47,32644,5,5,66.22,email,1,0,0.0,0.0626
426,56,53827,3,4,58.71,sms,0,0,0.0,0.0758
427,28,64753,71,5,82.11,sms,0,0,0.0,0.1674
428,48,35880,181,2,212.05,email,0,0,0.0,0.0656
429,52,22863,5,8,21.23,email,0,0,0.0,0.0327
430,18,12526,1,5,111.95,sms,1,0,0.0,0.1031
431,25,24061,12,6,95.19,email,1,0,0.0,0.1049
432,18,25076,18,5,81.02,sms,0,0,0.0,0.1248
433,36,38724,6,6,150.7,email,0,0,0.0,0.1016
434,48,29522,10,8,23.2,email,1,0,0.0,0.0546
435,58,54872,6,7,188.71,email,0,0,0.0,0.0724
436,40,25139,44,0,3.6,sms,0,0,0.0,0.0678
437,59,35093,37,4,67.35,email,0,0,0.0,0.0357
438,23,73894,30,7,20.14,sms,1,1,13.15,0.1962
439,19,44582,14,7,63.54,sms,0,0,0.0,0.1559
440,39,35030,71,2,200.18,sms,0,0,0.0,0.0875
441,44,25306,104,3,55.65,push,0,1,22.3,0.0577
442,39,24836,5,9,32.92,push,0,0,0.0,0.0699
443,18,21799,7,7,182.43,sms,0,0,0.0,0.1191
444,38,26249,22,8,94.03,sms,0,0,0.0,0.0749
445,24,57147,2,4,64.82,email,0,0,0.0,0.1646
446,48,31788,17,2,39.37,push,0,0,0.0,0.0585
447,44,16157,26,6,86.67,push,0,0,0.0,0.0419
448,28,104914,22,2,67.26,sms,1,0,0.0,0.2368
449,33,44001,12,4,107.8,email,0,1,19.18,0.1186
450,27,15612,23,9,16.14,sms,1,0,0.0,0.0851
451,39,27858,95,4,93.49,email,0,0,0.0,0.0751
452,51,38813,6,3,156.47,email,0,1,25.84,0.0629
453,28,100987,31,4,13.91,sms,1,1,41.97,0.23
454,46,18678,1,2,227.99,push,0,0,0.0,0.041
455,33,65226,2,7,38.53,email,0,1,82.92,0.1552
456,30,84094,24,7,19.29,email,0,0,0.0,0.1956
457,38,24904,3,2,59.89,email,0,0,0.0,0.0726
458,27,30745,1,4,29.84,push,1,0,0.0,0.1112
459,33,19500,5,4,34.99,sms,1,0,0.0,0.0762
460,25,32142,24,5,60.16,sms,0,0,0.0,0.1188
461,63,35526,36,6,50.25,sms,0,0,0.0,0.026
